nome_produto,preco,loja,url,categoria
"Placa de Vídeo RTX 5060 Ti AERO OC 8G Gigabyte NVIDIA GeForce, 8GB GDDR7, 128bits, DLSS, Ray Tracing - GV-N506TAERO OC-8GD",3299.99,KaBuM,https://www.kabum.com.br/produto/802425/placa-de-video-rtx-5060-ti-aero-oc-8g-gigabyte-nvidia-geforce-8gb-gddr7-128bits-dlss-ray-tracing-gv-n506taero-oc-8gd,Placa de vídeo
"Placa De Vídeo MSI RTX 3050 LP OC NVIDIA Geforce, 6GB, GDDR6, 96-Bit, Low Profile - G3050LP6C",1369.99,KaBuM,https://www.kabum.com.br/produto/1012613/placa-de-video-msi-rtx-3050-lp-oc-nvidia-geforce-6gb-gddr6-96-bit-low-profile-g3050lp6c,Placa de vídeo
"Placa de Vídeo Galax GeForce RTX 3050 EX V2, 6GB, GDDR6, 96 Bits - 35NRLDHP9OID",1489.99,KaBuM,https://www.kabum.com.br/produto/703109/placa-de-video-galax-geforce-rtx-3050-ex-v2-6gb-gddr6-96-bits-35nrldhp9oid,Placa de vídeo
"Placa de Vídeo MSI GeForce RTX 5070 12G VENTUS 2X OC,12 GB GDDR7, 28Gbps, NVIDIA GeForce RTX 5070- G5070-12V2C",5199.99,KaBuM,https://www.kabum.com.br/produto/725587/placa-de-video-msi-geforce-rtx-5070-12g-ventus-2x-oc-12-gb-gddr7-28gbps-nvidia-geforce-rtx-5070-g5070-12v2c,Placa de vídeo
"Placa de Vídeo ASRock RX 9070 Challenger AMD Radeon, LED, 16GB, GDDR6, FidelityFX, RDNA - 90-GA5NZZ-00UANF",4799.99,KaBuM,https://www.kabum.com.br/produto/694714/placa-de-video-asrock-rx-9070-challenger-amd-radeon-led-16gb-gddr6-fidelityfx-rdna-90-ga5nzz-00uanf,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 8G VENTUS 2X OC Geforce NVIDIA, 8GB, GDDR7, 128 bits, 2535 MHz, DLSS 4, Ray Tracing - G5060-8V2C",2799.99,KaBuM,https://www.kabum.com.br/produto/877565/placa-de-video-msi-rtx-5060-8g-ventus-2x-oc-geforce-nvidia-8gb-gddr7-128-bits-2535-mhz-dlss-4-ray-tracing-g5060-8v2c,Placa de vídeo
"Placa de Video MSI GeForce RTX 3050 Ventus OC 2X, 6GB, GDDR6, 96-bit, 912-V812-060",1399.99,KaBuM,https://www.kabum.com.br/produto/997881/placa-de-video-msi-geforce-rtx-3050-ventus-oc-2x-6gb-gddr6-96-bit-912-v812-060,Placa de vídeo
"Placa de Vídeo MSI RTX 3050 Ventus 2X OC NVIDIA GeForce, 6GB GDDR6, 96-bit - G3050V2X6C",1449.99,KaBuM,https://www.kabum.com.br/produto/1003726/placa-de-video-msi-rtx-3050-ventus-2x-oc-nvidia-geforce-6gb-gddr6-96-bit-g3050v2x6c,Placa de vídeo
"Placa de Vídeo ASUS PRIME-RTX 5060 TI O16G NVIDIA GeForce, 16GB GDDR7, 128 bits, 2602MHz, OpenGL 4.6, Ray Tracing - 90YV0MH2-M0NA00",6132.01,KaBuM,https://www.kabum.com.br/produto/730379/placa-de-video-asus-prime-rtx-5060-ti-o16g-nvidia-geforce-16gb-gddr7-128-bits-2602mhz-opengl-4-6-ray-tracing-90yv0mh2-m0na00,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5070 WINDFORCE OC SFF 12G NVIDIA GeForce, 12GB GDDR7, 192bits, DLSS, Ray Tracing - 9VN5070WO-00-G10",5399.99,KaBuM,https://www.kabum.com.br/produto/714574/placa-de-video-gigabyte-rtx-5070-windforce-oc-sff-12g-nvidia-geforce-12gb-gddr7-192bits-dlss-ray-tracing-9vn5070wo-00-g10,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5060 AERO OC 8G NVIDIA GeForce, 8GB GDDR7, 128bits, DLSS, Triple Fan, Ray Tracing - GV-N5060AERO OC-8GD",2799.99,KaBuM,https://www.kabum.com.br/produto/777072/placa-de-video-gigabyte-rtx-5060-aero-oc-8g-nvidia-geforce-8gb-gddr7-128bits-dlss-triple-fan-ray-tracing-gv-n5060aero-oc-8gd,Placa de vídeo
Placa de Video Palit GeForce RTX 5070 Ti 16GB GamingPro-S GDDR7 256bits - NE7507T019T2-GB2031U,8599.99,KaBuM,https://www.kabum.com.br/produto/988703/placa-de-video-palit-geforce-rtx-5070-ti-16gb-gamingpro-s-gddr7-256bits-ne7507t019t2-gb2031u,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5070 AERO 12G NVIDIA GeForce, 12GB GDDR7, 192bits, RGB, DLSS, Ray Tracing - 9VN5070AO-00-G10",5699.99,KaBuM,https://www.kabum.com.br/produto/714570/placa-de-video-gigabyte-rtx-5070-aero-12g-nvidia-geforce-12gb-gddr7-192bits-rgb-dlss-ray-tracing-9vn5070ao-00-g10,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5070 GAMING OC 12G NVIDIA GeForce, 12GB GDDR7, 192bits, RGB, DLSS, Ray Tracing - 9VN5070GO-00-G10",12000,KaBuM,https://www.kabum.com.br/produto/714571/placa-de-video-gigabyte-rtx-5070-gaming-oc-12g-nvidia-geforce-12gb-gddr7-192bits-rgb-dlss-ray-tracing-9vn5070go-00-g10,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 8G SHADOW 2X OC Geforce NVIDIA, 8GB GDDR7, 128 bits, 2535 MHz, DLSS 4, Ray Tracing - G5060-8S2C",2799.99,KaBuM,https://www.kabum.com.br/produto/877566/placa-de-video-msi-rtx-5060-8g-shadow-2x-oc-geforce-nvidia-8gb-gddr7-128-bits-2535-mhz-dlss-4-ray-tracing-g5060-8s2c,Placa de vídeo
"Placa de Vídeo XFX Swift RX 9070 OC TRIPLE FAN GAMING EDITION WITH AMD Radeon , 16GB, GDDR6, HDMI 3xDP, RDNA 4 - RX-97SWFB3B9",4599.99,KaBuM,https://www.kabum.com.br/produto/725937/placa-de-video-xfx-swift-rx-9070-oc-triple-fan-gaming-edition-with-amd-radeon-16gb-gddr6-hdmi-3xdp-rdna-4-rx-97swfb3b9,Placa de vídeo
"Placa de Vídeo XFX Swift RX 9070 OC WHITE TRIPLE FAN GAMING EDITION WITH AMD Radeon , 16GB, GDDR6, HDMI 3xDP, RDNA 4 - RX-97SWFB3W9",4599.99,KaBuM,https://www.kabum.com.br/produto/725938/placa-de-video-xfx-swift-rx-9070-oc-white-triple-fan-gaming-edition-with-amd-radeon-16gb-gddr6-hdmi-3xdp-rdna-4-rx-97swfb3w9,Placa de vídeo
"Placa de Vídeo ASUS PRIME RTX 5070 OC 12G WHITE NVIDIA Geforce, 12GB, GDDR7, OpenGL 4.6, 2587 MHz, Triple Fan, DLSS 4 - 90YV0M19-M0NA00",5999.99,KaBuM,https://www.kabum.com.br/produto/870970/placa-de-video-asus-prime-rtx-5070-oc-12g-white-nvidia-geforce-12gb-gddr7-opengl-4-6-2587-mhz-triple-fan-dlss-4-90yv0m19-m0na00,Placa de vídeo
"Placa de Vídeo GALAX NVIDIA GeForce RTX 5050 1-Click OC, 8GB, GDDR6, 128-Bits, Ray Tracing, DLSS 4 - 55NSL8MHDXRE",2299.99,KaBuM,https://www.kabum.com.br/produto/953957/placa-de-video-galax-nvidia-geforce-rtx-5050-1-click-oc-8gb-gddr6-128-bits-ray-tracing-dlss-4-55nsl8mhdxre,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5050 WINDFORCE OC 8G NVIDIA GeForce, 8GB GDDR6, 128bits, RGB,DLSS, Ray Tracing - GV-N5050WF20CV2-8GD",2299.99,KaBuM,https://www.kabum.com.br/produto/887251/placa-de-video-gigabyte-rtx-5050-windforce-oc-8g-nvidia-geforce-8gb-gddr6-128bits-rgb-dlss-ray-tracing-gv-n5050wf20cv2-8gd,Placa de vídeo
Placa de Vídeo PowerColor Reaper AMD Radeon RX 9070 XT 16GB GDDR6 - RX9070XT 16G-A,6899.99,KaBuM,https://www.kabum.com.br/produto/871953/placa-de-video-powercolor-reaper-amd-radeon-rx-9070-xt-16gb-gddr6-rx9070xt-16g-a,Placa de vídeo
"Placa de Vídeo Palit RTX 5080 GamingPro NVIDIA GeForce, 16GB, GDDR7, ARGB SYNC EVO, G-Sync, Ray Tracing, DLSS 4 - NE75080019T2-GB2031Y",11999.99,KaBuM,https://www.kabum.com.br/produto/697757/placa-de-video-palit-rtx-5080-gamingpro-nvidia-geforce-16gb-gddr7-argb-sync-evo-g-sync-ray-tracing-dlss-4-ne75080019t2-gb2031y,Placa de vídeo
"Placa de Vídeo Palit GeForce RTX5060Ti INFINITY 3 NVIDIA GeForce, 16GB GDDR7, 128bit, FP4 e DLSS 4, Ray Tracing - NE7506T019T1-GB2061S",4984.97,KaBuM,https://www.kabum.com.br/produto/776925/placa-de-video-palit-geforce-rtx5060ti-infinity-3-nvidia-geforce-16gb-gddr7-128bit-fp4-e-dlss-4-ray-tracing-ne7506t019t1-gb2061s,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 8G VENTUS 2X OC WHITE Geforce NVIDIA, 8GB, GDDR7, 128 bits, 2535 MHz, DLSS 4, Ray Tracing - G5060-8V2CW",2699.99,KaBuM,https://www.kabum.com.br/produto/877564/placa-de-video-msi-rtx-5060-8g-ventus-2x-oc-white-geforce-nvidia-8gb-gddr7-128-bits-2535-mhz-dlss-4-ray-tracing-g5060-8v2cw,Placa de vídeo
Placa de Video Palit GeForce RTX 5060 WHITE OC 8GB GDDR7 128bit 3-DP e HDMI - NE75060U19P1-GB2063M,2899.99,KaBuM,https://www.kabum.com.br/produto/989624/placa-de-video-palit-geforce-rtx-5060-white-oc-8gb-gddr7-128bit-3-dp-e-hdmi-ne75060u19p1-gb2063m,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5060 WINDFORCE MAX OC V2 8GB NVIDIA GeForce, 8GB GDDR7, 128bit,  DLSS, Ray Tracing - GV-N5060WF2MAX OCV2-8GD",3599.99,KaBuM,https://www.kabum.com.br/produto/1053808/placa-de-video-gigabyte-rtx-5060-windforce-max-oc-v2-8gb-nvidia-geforce-8gb-gddr7-128bit-dlss-ray-tracing-gv-n5060wf2max-ocv2-8gd,Placa de vídeo
"Placa de Vídeo MSI RTX 5070 Gaming Trio OC NVIDIA GeForce, 12GB GDDR7, 192-bit - G5070-12GTC",8999.99,KaBuM,https://www.kabum.com.br/produto/1003725/placa-de-video-msi-rtx-5070-gaming-trio-oc-nvidia-geforce-12gb-gddr7-192-bit-g5070-12gtc,Placa de vídeo
"Placa de Vídeo RTX 5060 Ti EAGLEOC ICE 8G Gigabyte NVIDIA GeForce, 8GB GDDR7, 128bits, DLSS, Ray Tracing - GV-N506TEAGLEOC ICE-8GD",3099.99,KaBuM,https://www.kabum.com.br/produto/802427/placa-de-video-rtx-5060-ti-eagleoc-ice-8g-gigabyte-nvidia-geforce-8gb-gddr7-128bits-dlss-ray-tracing-gv-n506teagleoc-ice-8gd,Placa de vídeo
"Placa de Vídeo Asus ROG STRIX RTX 5070 TI OC 16G GAMING NVIDIA Geforce, 16GB, GDDR7, 256bits, Triple Fan, DLSS 4 - 90YV0M90-M0NA00",11999.99,KaBuM,https://www.kabum.com.br/produto/761536/placa-de-video-asus-rog-strix-rtx-5070-ti-oc-16g-gaming-nvidia-geforce-16gb-gddr7-256bits-triple-fan-dlss-4-90yv0m90-m0na00,Placa de vídeo
"Placa de Video Palit RTX 5070 INFINITY 3 NVIDIA GeForce, 12GB, GDDR7, 192bit 3-DP e HDMI - NE75070019K9-GB2050S",5149.99,KaBuM,https://www.kabum.com.br/produto/989623/placa-de-video-palit-rtx-5070-infinity-3-nvidia-geforce-12gb-gddr7-192bit-3-dp-e-hdmi-ne75070019k9-gb2050s,Placa de vídeo
Placa de Video Palit GeForce RTX 5070 WHITE OC 12GB GDDR7 192bit 3-DP e HDMI - NE75070U19K9-GB2050W,5099.99,KaBuM,https://www.kabum.com.br/produto/989622/placa-de-video-palit-geforce-rtx-5070-white-oc-12gb-gddr7-192bit-3-dp-e-hdmi-ne75070u19k9-gb2050w,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5060 EAGLE OC 8G NVIDIA GeForce, 8GB GDDR7, 128bits, DLSS, Ray Tracing - GV-N5060EAGLE OC-8GD",2899.99,KaBuM,https://www.kabum.com.br/produto/777075/placa-de-video-gigabyte-rtx-5060-eagle-oc-8g-nvidia-geforce-8gb-gddr7-128bits-dlss-ray-tracing-gv-n5060eagle-oc-8gd,Placa de vídeo
"Placa de Vídeo Gigabyte RX 9060 XT Gaming OC AMD Radeon, 8GB, GDDR6, 128bits, Tripe Fan, OpenGL 4.6 - GV-R9060XTGAMING OC-8GD",4999.99,KaBuM,https://www.kabum.com.br/produto/734679/placa-de-video-gigabyte-rx-9060-xt-gaming-oc-amd-radeon-8gb-gddr6-128bits-tripe-fan-opengl-4-6-gv-r9060xtgaming-oc-8gd,Placa de vídeo
"Placa de Vídeo MSI RTX 5080 16G GAMING TRIO OC NVIDIA GeForce, 16GB, GDDR7, G-Sync, Ray Tracing, DLSS 4, HDR - G5080-16GTC",13999.99,KaBuM,https://www.kabum.com.br/produto/699603/placa-de-video-msi-rtx-5080-16g-gaming-trio-oc-nvidia-geforce-16gb-gddr7-g-sync-ray-tracing-dlss-4-hdr-g5080-16gtc,Placa de vídeo
"Placa de Vídeo ASUS PRIME RTX 5060 O8G NVIDIA GeForce, 8GB GDDR7, 2595MHz, 128 bits, DLSS 4, Triple Fan, Ray Tracing - PRIME-RTX5060-O8G",3701,KaBuM,https://www.kabum.com.br/produto/781226/placa-de-video-asus-prime-rtx-5060-o8g-nvidia-geforce-8gb-gddr7-2595mhz-128-bits-dlss-4-triple-fan-ray-tracing-prime-rtx5060-o8g,Placa de vídeo
"Placa de Vídeo MSI Geforce RTX 5070 TI 16G VENTUS 3X OC, NVIDIA, 16GB, GDDR7, Até 2497MHz - G507T-16V3C",9999.99,KaBuM,https://www.kabum.com.br/produto/714419/placa-de-video-msi-geforce-rtx-5070-ti-16g-ventus-3x-oc-nvidia-16gb-gddr7-ate-2497mhz-g507t-16v3c,Placa de vídeo
"Placa de Vídeo ASUS RTX 5070 ATS OC V2 NVIDIA, Sem RGB, 12GB GDDR7 - 90YV0M1E-M0NA00",5799.99,KaBuM,https://www.kabum.com.br/produto/1052412/placa-de-video-asus-rtx-5070-ats-oc-v2-nvidia-sem-rgb-12gb-gddr7-90yv0m1e-m0na00,Placa de vídeo
"Placa de Vídeo ASUS RTX 5080 TUF GAMING OC 16G NVIDIA GeForce, 16GB, GDDR7, G-Sync, Ray Tracing, DLSS 4, HDR - 90YV0M30-M0NA00",13999.99,KaBuM,https://www.kabum.com.br/produto/690383/placa-de-video-asus-rtx-5080-tuf-gaming-oc-16g-nvidia-geforce-16gb-gddr7-g-sync-ray-tracing-dlss-4-hdr-90yv0m30-m0na00,Placa de vídeo
"Placa de Vídeo ASRock RX 9070 XT Steel Legend AMD Radeon, ARGB, 16GB, GDDR6, 2970MHz, FidelityFX, RDNA - 90-GA5DZZ-00UANF",5899.99,KaBuM,https://www.kabum.com.br/produto/694712/placa-de-video-asrock-rx-9070-xt-steel-legend-amd-radeon-argb-16gb-gddr6-2970mhz-fidelityfx-rdna-90-ga5dzz-00uanf,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5070 EAGLE OC ICE SFF 12G NVIDIA GeForce, 12GB GDDR7, 192bits, RGB, DLSS, Ray Tracing - 9VN5070EOI-00-G10",5399.99,KaBuM,https://www.kabum.com.br/produto/714572/placa-de-video-gigabyte-rtx-5070-eagle-oc-ice-sff-12g-nvidia-geforce-12gb-gddr7-192bits-rgb-dlss-ray-tracing-9vn5070eoi-00-g10,Placa de vídeo
Placa de Video Palit GeForce RTX 5060 8GB INFINITY 2 OC GDDR7 128bits - NE75060V19P1-GB2063L,2799.99,KaBuM,https://www.kabum.com.br/produto/988706/placa-de-video-palit-geforce-rtx-5060-8gb-infinity-2-oc-gddr7-128bits-ne75060v19p1-gb2063l,Placa de vídeo
"Suporte de Placa de Vídeo Rise Mode, ARGB, 500mm, Aura V1, Branco - RM-SPVG-01-ARGB-W",79.99,KaBuM,https://www.kabum.com.br/produto/507103/suporte-de-placa-de-video-rise-mode-argb-500mm-aura-v1-branco-rm-spvg-01-argb-w,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 Ti 16G VENTUS 2X OC PLUS NVIDIA GeForce, 16GB GDDR7, 2617 MHz, FP4 and DLSS 4, Ray Tracing - G506T-16V2CP",4699.99,KaBuM,https://www.kabum.com.br/produto/777167/placa-de-video-msi-rtx-5060-ti-16g-ventus-2x-oc-plus-nvidia-geforce-16gb-gddr7-2617-mhz-fp4-and-dlss-4-ray-tracing-g506t-16v2cp,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 Cyclone OC NVIDIA GeForce, 8GB, GDDR7, 128-bit - 912-V812-205",2699.99,KaBuM,https://www.kabum.com.br/produto/1000742/placa-de-video-msi-rtx-5060-cyclone-oc-nvidia-geforce-8gb-gddr7-128-bit-912-v812-205,Placa de vídeo
Cabo Extensor PCI Express Rise Mode Riser - RM-EX-PV,119.99,KaBuM,https://www.kabum.com.br/produto/132080/cabo-extensor-pci-express-rise-mode-riser-rm-ex-pv,Placa de vídeo
"Suporte para GPU Rise Mode, ARGB, 500mm, Aura V2, Branco - RM-SPVG-02-ARGB-W",51.99,KaBuM,https://www.kabum.com.br/produto/507105/suporte-para-gpu-rise-mode-argb-500mm-aura-v2-branco-rm-spvg-02-argb-w,Placa de vídeo
"Placa de Vídeo Asus DUAL RTX 5070 OC 12G NVIDIA Geforce, 12GB, GDDR7, OpenGL 4.6, 2572MHz, DLSS 4 - 90YV0M17-M0NA00",6999.99,KaBuM,https://www.kabum.com.br/produto/870969/placa-de-video-asus-dual-rtx-5070-oc-12g-nvidia-geforce-12gb-gddr7-opengl-4-6-2572mhz-dlss-4-90yv0m17-m0na00,Placa de vídeo
Placa de Video MSI GeForce RTX 5060 TI 16Gb Ventus OC Black Plus 2X 128 Bits HDMI/3X DP - 912-V535-088,4999.99,KaBuM,https://www.kabum.com.br/produto/997883/placa-de-video-msi-geforce-rtx-5060-ti-16gb-ventus-oc-black-plus-2x-128-bits-hdmi-3x-dp-912-v535-088,Placa de vídeo
"Placa de Vídeo MSI RTX 5070 12G SHADOW 3X OC NVIDIA GeForce, 12GB GDDR7, 2557 MHz, 192-bit, FP4 and DLSS 4, Ray Tracing - G5070-12S3C",5999.99,KaBuM,https://www.kabum.com.br/produto/777166/placa-de-video-msi-rtx-5070-12g-shadow-3x-oc-nvidia-geforce-12gb-gddr7-2557-mhz-192-bit-fp4-and-dlss-4-ray-tracing-g5070-12s3c,Placa de vídeo
"Placa De Vídeo Husky Alpha RTX 3060 TI, NVIDIA, 8GB, GDDR6, 256-Bit, HDMI, DisplayPort - HVG3060TI",2399.99,KaBuM,https://www.kabum.com.br/produto/1020030/placa-de-video-husky-alpha-rtx-3060-ti-nvidia-8gb-gddr6-256-bit-hdmi-displayport-hvg3060ti,Placa de vídeo
"Placa de Vídeo ASRock Intel Arc B580 Steel Legend 12G OC, 12GB, GDDR6, 2800MHz - 90-GA5CZZ-00UANF",2999.99,KaBuM,https://www.kabum.com.br/produto/688498/placa-de-video-asrock-intel-arc-b580-steel-legend-12g-oc-12gb-gddr6-2800mhz-90-ga5czz-00uanf,Placa de vídeo
Placa de Vídeo PowerColor Hellhound Spectral White AMD Radeon RX 9070 XT 16GB GDDR6 - RX9070XT 16G-L/OC/WHITE,5579.99,KaBuM,https://www.kabum.com.br/produto/871952/placa-de-video-powercolor-hellhound-spectral-white-amd-radeon-rx-9070-xt-16gb-gddr6-rx9070xt-16g-l-oc-white,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 Ti 8G GAMING TRIO OC NVIDIA GeForce, 8GB GDDR7, 128-bit, 2662 MHz, FP4 e DLSS 4, Ray Tracing - G506T-8GTC",5000,KaBuM,https://www.kabum.com.br/produto/751904/placa-de-video-msi-rtx-5060-ti-8g-gaming-trio-oc-nvidia-geforce-8gb-gddr7-128-bit-2662-mhz-fp4-e-dlss-4-ray-tracing-g506t-8gtc,Placa de vídeo
Placa de Vídeo PcYes Nvidia Geforce GTX 1660 SUPER GDDR6 6GB Dual 192 BITS - PVX1660S62F,1999.99,KaBuM,https://www.kabum.com.br/produto/998335/placa-de-video-pcyes-nvidia-geforce-gtx-1660-super-gddr6-6gb-dual-192-bits-pvx1660s62f,Placa de vídeo
"Placa de Vídeo PNY RTX 5070 Overclocked NVIDIA Geforce, 12GB GDDR7, Ray Tracing, DLSS 4, Triple Fan - VCG507012TFXPB1-O-TF",6999.99,KaBuM,https://www.kabum.com.br/produto/907821/placa-de-video-pny-rtx-5070-overclocked-nvidia-geforce-12gb-gddr7-ray-tracing-dlss-4-triple-fan-vcg507012tfxpb1-o-tf,Placa de vídeo
"Placa de Vídeo Asus DUAL RTX 5050 OC 8G NVIDIA GeForce, 8GB, GDDR6, 128-bit, OpenGL 4.6, DLSS 4, Ray Tracing - 90YV0N72-M0NA00",3204,KaBuM,https://www.kabum.com.br/produto/888146/placa-de-video-asus-dual-rtx-5050-oc-8g-nvidia-geforce-8gb-gddr6-128-bit-opengl-4-6-dlss-4-ray-tracing-90yv0n72-m0na00,Placa de vídeo
