nome_produto,preco,loja,url,categoria
"Placa de Vídeo MSI RTX 5080 16G GAMING TRIO OC NVIDIA GeForce, 16GB, GDDR7, G-Sync, Ray Tracing, DLSS 4, HDR - G5080-16GTC",13999.99,KaBuM,https://www.kabum.com.br/produto/699603/placa-de-video-msi-rtx-5080-16g-gaming-trio-oc-nvidia-geforce-16gb-gddr7-g-sync-ray-tracing-dlss-4-hdr-g5080-16gtc,Placa de vídeo
Placa de Video Palit GeForce RTX 5060 8GB INFINITY 2 OC GDDR7 128bits - NE75060V19P1-GB2063L,2799.99,KaBuM,https://www.kabum.com.br/produto/988706/placa-de-video-palit-geforce-rtx-5060-8gb-infinity-2-oc-gddr7-128bits-ne75060v19p1-gb2063l,Placa de vídeo
Placa de Video Palit GeForce RTX 5070 WHITE OC 12GB GDDR7 192bit 3-DP e HDMI - NE75070U19K9-GB2050W,5099.99,KaBuM,https://www.kabum.com.br/produto/989622/placa-de-video-palit-geforce-rtx-5070-white-oc-12gb-gddr7-192bit-3-dp-e-hdmi-ne75070u19k9-gb2050w,Placa de vídeo
"Placa de Vídeo Palit GeForce RTX5060Ti INFINITY 3 NVIDIA GeForce, 16GB GDDR7, 128bit, FP4 e DLSS 4, Ray Tracing - NE7506T019T1-GB2061S",4984.97,KaBuM,https://www.kabum.com.br/produto/776925/placa-de-video-palit-geforce-rtx5060ti-infinity-3-nvidia-geforce-16gb-gddr7-128bit-fp4-e-dlss-4-ray-tracing-ne7506t019t1-gb2061s,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5070 AERO 12G NVIDIA GeForce, 12GB GDDR7, 192bits, RGB, DLSS, Ray Tracing - 9VN5070AO-00-G10",5699.99,KaBuM,https://www.kabum.com.br/produto/714570/placa-de-video-gigabyte-rtx-5070-aero-12g-nvidia-geforce-12gb-gddr7-192bits-rgb-dlss-ray-tracing-9vn5070ao-00-g10,Placa de vídeo
Placa de Video Palit GeForce RTX 5070 Ti 16GB GamingPro-S GDDR7 256bits - NE7507T019T2-GB2031U,8599.99,KaBuM,https://www.kabum.com.br/produto/988703/placa-de-video-palit-geforce-rtx-5070-ti-16gb-gamingpro-s-gddr7-256bits-ne7507t019t2-gb2031u,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5070 EAGLE OC ICE SFF 12G NVIDIA GeForce, 12GB GDDR7, 192bits, RGB, DLSS, Ray Tracing - 9VN5070EOI-00-G10",5399.99,KaBuM,https://www.kabum.com.br/produto/714572/placa-de-video-gigabyte-rtx-5070-eagle-oc-ice-sff-12g-nvidia-geforce-12gb-gddr7-192bits-rgb-dlss-ray-tracing-9vn5070eoi-00-g10,Placa de vídeo
"Placa de Vídeo RTX 5060 Ti GAMING OC 8G Gigabyte NVIDIA GeForce, 8GB GDDR7, 128bits, DLSS, Ray Tracing - GV-N506TGAMING OC-8GD",4999.99,KaBuM,https://www.kabum.com.br/produto/802426/placa-de-video-rtx-5060-ti-gaming-oc-8g-gigabyte-nvidia-geforce-8gb-gddr7-128bits-dlss-ray-tracing-gv-n506tgaming-oc-8gd,Placa de vídeo
"Placa de Vídeo MSI RTX 5070 12G SHADOW 3X OC NVIDIA GeForce, 12GB GDDR7, 2557 MHz, 192-bit, FP4 and DLSS 4, Ray Tracing - G5070-12S3C",5999.99,KaBuM,https://www.kabum.com.br/produto/777166/placa-de-video-msi-rtx-5070-12g-shadow-3x-oc-nvidia-geforce-12gb-gddr7-2557-mhz-192-bit-fp4-and-dlss-4-ray-tracing-g5070-12s3c,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 8G VENTUS 2X OC Geforce NVIDIA, 8GB, GDDR7, 128 bits, 2535 MHz, DLSS 4, Ray Tracing - G5060-8V2C",2799.99,KaBuM,https://www.kabum.com.br/produto/877565/placa-de-video-msi-rtx-5060-8g-ventus-2x-oc-geforce-nvidia-8gb-gddr7-128-bits-2535-mhz-dlss-4-ray-tracing-g5060-8v2c,Placa de vídeo
"Placa de Vídeo MSI RTX 5060 8G VENTUS 2X OC WHITE Geforce NVIDIA, 8GB, GDDR7, 128 bits, 2535 MHz, DLSS 4, Ray Tracing - G5060-8V2CW",2699.99,KaBuM,https://www.kabum.com.br/produto/877564/placa-de-video-msi-rtx-5060-8g-ventus-2x-oc-white-geforce-nvidia-8gb-gddr7-128-bits-2535-mhz-dlss-4-ray-tracing-g5060-8v2cw,Placa de vídeo
"Placa de Vídeo Asus ROG STRIX RTX 5070 TI OC 16G GAMING NVIDIA Geforce, 16GB, GDDR7, 256bits, Triple Fan, DLSS 4 - 90YV0M90-M0NA00",11999.99,KaBuM,https://www.kabum.com.br/produto/761536/placa-de-video-asus-rog-strix-rtx-5070-ti-oc-16g-gaming-nvidia-geforce-16gb-gddr7-256bits-triple-fan-dlss-4-90yv0m90-m0na00,Placa de vídeo
Placa De Video Galax Geforce RTX 5060 Ti 1-click Oc White 8GB 128-bit - 56isn8mdcqwh,4999,KaBuM,https://www.kabum.com.br/produto/886741/placa-de-video-galax-rtx-5060ti-1-click-oc-white-ddr7-56lsn8mdcqwh,Placa de vídeo
"Placa de Vídeo ASUS RTX 5080 TUF GAMING OC 16G NVIDIA GeForce, 16GB, GDDR7, G-Sync, Ray Tracing, DLSS 4, HDR - 90YV0M30-M0NA00",13999.99,KaBuM,https://www.kabum.com.br/produto/690383/placa-de-video-asus-rtx-5080-tuf-gaming-oc-16g-nvidia-geforce-16gb-gddr7-g-sync-ray-tracing-dlss-4-hdr-90yv0m30-m0na00,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5050 WINDFORCE 2 OC 8GB NVIDIA GeForce, 8GB GDDR6, 128bit,  DLSS, Ray Tracing - GV-N5050WF2OC-8GD",2999.99,KaBuM,https://www.kabum.com.br/produto/1053116/placa-de-video-gigabyte-rtx-5050-windforce-2-oc-8gb-nvidia-geforce-8gb-gddr6-128bit-dlss-ray-tracing-gv-n5050wf2oc-8gd,Placa de vídeo
